distance_to_latrine_meters,distance_to_river_meters,distance_to_farmland_meters,buffer_encroachments_count,rainfall_intensity_mm,cumulative_48h_rainfall_mm,temperature_celsius,humidity_percent,source_type_code,target_unsafe,scenario,station_name,barangay
2598.2,384.8,2343.7,0,4.9,6.0,31.5,70.3,1,0,Dry / Normal,MS Mother tank (1 Sample),Malapoc Sur
2598.2,384.8,2343.7,0,2.1,7.8,31.5,77.9,1,0,Dry / Normal,MS Mother tank (1 Sample),Malapoc Sur
2598.2,384.8,2343.7,0,18.9,31.0,27.5,86.9,1,0,Moderate Monsoon,MS Mother tank (1 Sample),Malapoc Sur
2598.2,384.8,2343.7,0,23.2,34.8,25.3,90.7,1,0,Moderate Monsoon,MS Mother tank (1 Sample),Malapoc Sur
2598.2,384.8,2343.7,0,73.4,129.6,23.8,94.5,1,1,Severe Storm Runoff,MS Mother tank (1 Sample),Malapoc Sur
2598.2,384.8,2343.7,0,64.9,130.9,23.2,97.6,1,1,Severe Storm Runoff,MS Mother tank (1 Sample),Malapoc Sur
2617.8,401.1,2325.5,0,1.2,5.5,32.4,73.5,1,0,Dry / Normal,MS Purok 3 Katugasan (sample),Malapoc Sur
2617.8,401.1,2325.5,0,2.7,5.3,29.7,73.7,1,0,Dry / Normal,MS Purok 3 Katugasan (sample),Malapoc Sur
2617.8,401.1,2325.5,0,44.8,68.0,27.0,88.8,1,0,Moderate Monsoon,MS Purok 3 Katugasan (sample),Malapoc Sur
2617.8,401.1,2325.5,0,29.0,40.2,27.0,91.5,1,0,Moderate Monsoon,MS Purok 3 Katugasan (sample),Malapoc Sur
2617.8,401.1,2325.5,0,72.3,146.8,23.7,95.8,1,1,Severe Storm Runoff,MS Purok 3 Katugasan (sample),Malapoc Sur
2617.8,401.1,2325.5,0,66.8,129.3,25.6,94.4,1,1,Severe Storm Runoff,MS Purok 3 Katugasan (sample),Malapoc Sur
2609.1,391.6,2335.4,0,3.3,9.7,32.6,68.1,1,0,Dry / Normal,MS Purok 2 MSNHS (1sample),Malapoc Sur
2609.1,391.6,2335.4,0,2.0,3.2,33.0,77.1,1,0,Dry / Normal,MS Purok 2 MSNHS (1sample),Malapoc Sur
2609.1,391.6,2335.4,0,31.2,58.0,26.8,87.5,1,0,Moderate Monsoon,MS Purok 2 MSNHS (1sample),Malapoc Sur
2609.1,391.6,2335.4,0,17.7,42.8,25.4,89.9,1,0,Moderate Monsoon,MS Purok 2 MSNHS (1sample),Malapoc Sur
2609.1,391.6,2335.4,0,114.7,190.1,23.1,94.1,1,1,Severe Storm Runoff,MS Purok 2 MSNHS (1sample),Malapoc Sur
2609.1,391.6,2335.4,0,78.4,136.4,23.3,98.6,1,1,Severe Storm Runoff,MS Purok 2 MSNHS (1sample),Malapoc Sur
2619.3,413.4,2314.7,0,2.8,5.2,30.0,70.8,1,0,Dry / Normal,MS Ka Tidol (1 sample),Malapoc Sur
2619.3,413.4,2314.7,0,3.0,7.1,32.6,71.5,1,0,Dry / Normal,MS Ka Tidol (1 sample),Malapoc Sur
2619.3,413.4,2314.7,0,44.8,71.8,25.7,91.2,1,0,Moderate Monsoon,MS Ka Tidol (1 sample),Malapoc Sur
2619.3,413.4,2314.7,0,18.5,44.8,26.3,90.5,1,0,Moderate Monsoon,MS Ka Tidol (1 sample),Malapoc Sur
2619.3,413.4,2314.7,0,120.8,201.1,25.8,94.1,1,1,Severe Storm Runoff,MS Ka Tidol (1 sample),Malapoc Sur
2619.3,413.4,2314.7,0,65.7,125.8,23.6,96.9,1,1,Severe Storm Runoff,MS Ka Tidol (1 sample),Malapoc Sur
2389.8,222.8,2558.2,0,1.7,9.5,31.2,75.7,1,0,Dry / Normal,MS Piggery back Mnhs,Malapoc Sur
2389.8,222.8,2558.2,0,0.7,7.6,32.6,71.3,1,0,Dry / Normal,MS Piggery back Mnhs,Malapoc Sur
2389.8,222.8,2558.2,0,33.2,58.5,25.6,86.0,1,0,Moderate Monsoon,MS Piggery back Mnhs,Malapoc Sur
2389.8,222.8,2558.2,0,27.0,39.9,26.3,80.8,1,0,Moderate Monsoon,MS Piggery back Mnhs,Malapoc Sur
2389.8,222.8,2558.2,0,61.8,108.6,26.4,95.8,1,1,Severe Storm Runoff,MS Piggery back Mnhs,Malapoc Sur
2389.8,222.8,2558.2,0,127.6,189.2,24.1,95.5,1,1,Severe Storm Runoff,MS Piggery back Mnhs,Malapoc Sur
2347.5,163.1,2632.3,0,2.2,3.0,31.2,67.8,0,0,Dry / Normal,MS Spring Water Purok 2 (1sample),Malapoc Sur
2347.5,163.1,2632.3,0,3.1,8.3,28.8,65.8,0,0,Dry / Normal,MS Spring Water Purok 2 (1sample),Malapoc Sur
2347.5,163.1,2632.3,0,38.4,57.6,25.2,91.9,0,1,Moderate Monsoon,MS Spring Water Purok 2 (1sample),Malapoc Sur
2347.5,163.1,2632.3,0,16.7,40.6,28.4,82.9,0,0,Moderate Monsoon,MS Spring Water Purok 2 (1sample),Malapoc Sur
2347.5,163.1,2632.3,0,70.0,116.1,24.1,92.7,0,1,Severe Storm Runoff,MS Spring Water Purok 2 (1sample),Malapoc Sur
2347.5,163.1,2632.3,0,108.5,151.6,24.8,99.0,0,1,Severe Storm Runoff,MS Spring Water Purok 2 (1sample),Malapoc Sur
2490.3,345.3,2415.0,0,4.1,9.0,29.5,73.1,1,0,Dry / Normal,MS tank no water (1 SAMPLE),Malapoc Sur
2490.3,345.3,2415.0,0,2.6,6.0,28.7,76.5,1,0,Dry / Normal,MS tank no water (1 SAMPLE),Malapoc Sur
2490.3,345.3,2415.0,0,28.5,42.4,26.3,85.0,1,0,Moderate Monsoon,MS tank no water (1 SAMPLE),Malapoc Sur
2490.3,345.3,2415.0,0,39.8,64.5,27.7,80.1,1,0,Moderate Monsoon,MS tank no water (1 SAMPLE),Malapoc Sur
2490.3,345.3,2415.0,0,89.1,153.2,23.1,93.8,1,1,Severe Storm Runoff,MS tank no water (1 SAMPLE),Malapoc Sur
2490.3,345.3,2415.0,0,113.2,160.1,24.9,93.5,1,1,Severe Storm Runoff,MS tank no water (1 SAMPLE),Malapoc Sur
5000.0,3941.8,2295.1,0,0.1,2.0,32.9,75.4,0,0,Dry / Normal,A. Amagus Spring Purok 4 Source,Matin-ao
5000.0,3941.8,2295.1,0,4.8,8.7,28.5,72.1,0,0,Dry / Normal,A. Amagus Spring Purok 4 Source,Matin-ao
5000.0,3941.8,2295.1,0,28.6,55.5,25.3,85.9,0,1,Moderate Monsoon,A. Amagus Spring Purok 4 Source,Matin-ao
5000.0,3941.8,2295.1,0,19.5,36.0,27.6,85.7,0,0,Moderate Monsoon,A. Amagus Spring Purok 4 Source,Matin-ao
5000.0,3941.8,2295.1,0,86.3,146.0,24.6,97.5,0,1,Severe Storm Runoff,A. Amagus Spring Purok 4 Source,Matin-ao
5000.0,3941.8,2295.1,0,122.4,210.2,25.8,94.2,0,1,Severe Storm Runoff,A. Amagus Spring Purok 4 Source,Matin-ao
5000.0,3933.8,2292.3,0,3.4,6.9,29.3,75.9,0,0,Dry / Normal,Marcelo main spring Intect box(no sample),Matin-ao
5000.0,3933.8,2292.3,0,0.2,7.4,30.3,73.3,0,0,Dry / Normal,Marcelo main spring Intect box(no sample),Matin-ao
5000.0,3933.8,2292.3,0,34.8,62.7,27.2,87.4,0,1,Moderate Monsoon,Marcelo main spring Intect box(no sample),Matin-ao
5000.0,3933.8,2292.3,0,17.0,37.4,25.5,88.8,0,0,Moderate Monsoon,Marcelo main spring Intect box(no sample),Matin-ao
5000.0,3933.8,2292.3,0,95.9,169.9,23.1,92.6,0,1,Severe Storm Runoff,Marcelo main spring Intect box(no sample),Matin-ao
5000.0,3933.8,2292.3,0,110.1,153.7,23.2,92.1,0,1,Severe Storm Runoff,Marcelo main spring Intect box(no sample),Matin-ao
5000.0,4180.1,2329.2,0,4.8,10.7,29.8,68.9,1,0,Dry / Normal,B. Marcelo first concrete tank,Matin-ao
5000.0,4180.1,2329.2,0,1.7,7.9,31.3,67.4,1,0,Dry / Normal,B. Marcelo first concrete tank,Matin-ao
5000.0,4180.1,2329.2,0,20.2,32.2,27.3,89.2,1,0,Moderate Monsoon,B. Marcelo first concrete tank,Matin-ao
5000.0,4180.1,2329.2,0,23.0,33.4,25.3,91.6,1,0,Moderate Monsoon,B. Marcelo first concrete tank,Matin-ao
5000.0,4180.1,2329.2,0,80.7,159.2,25.2,94.7,1,1,Severe Storm Runoff,B. Marcelo first concrete tank,Matin-ao
5000.0,4180.1,2329.2,0,74.4,120.5,25.2,97.4,1,1,Severe Storm Runoff,B. Marcelo first concrete tank,Matin-ao
5000.0,3952.1,2374.8,0,3.2,7.4,28.2,77.6,0,0,Dry / Normal,C. 3rd tank from minte spring purok 4 inside church,Matin-ao
5000.0,3952.1,2374.8,0,4.0,6.3,32.9,72.8,0,0,Dry / Normal,C. 3rd tank from minte spring purok 4 inside church,Matin-ao
5000.0,3952.1,2374.8,0,32.5,57.5,27.8,87.9,0,1,Moderate Monsoon,C. 3rd tank from minte spring purok 4 inside church,Matin-ao
5000.0,3952.1,2374.8,0,18.8,35.6,28.2,82.7,0,0,Moderate Monsoon,C. 3rd tank from minte spring purok 4 inside church,Matin-ao
5000.0,3952.1,2374.8,0,86.1,147.7,24.5,96.3,0,1,Severe Storm Runoff,C. 3rd tank from minte spring purok 4 inside church,Matin-ao
5000.0,3952.1,2374.8,0,126.0,178.0,23.4,93.4,0,1,Severe Storm Runoff,C. 3rd tank from minte spring purok 4 inside church,Matin-ao
5000.0,3827.2,2098.3,0,4.4,9.6,29.4,75.6,1,0,Dry / Normal,Casivera likod sa barangay hall(no sample),Matin-ao
5000.0,3827.2,2098.3,0,4.3,11.1,32.6,68.3,1,0,Dry / Normal,Casivera likod sa barangay hall(no sample),Matin-ao
5000.0,3827.2,2098.3,0,37.7,56.9,27.9,88.7,1,0,Moderate Monsoon,Casivera likod sa barangay hall(no sample),Matin-ao
5000.0,3827.2,2098.3,0,38.3,61.4,25.6,86.5,1,0,Moderate Monsoon,Casivera likod sa barangay hall(no sample),Matin-ao
5000.0,3827.2,2098.3,0,128.9,215.8,23.2,93.2,1,1,Severe Storm Runoff,Casivera likod sa barangay hall(no sample),Matin-ao
5000.0,3827.2,2098.3,0,69.2,145.5,25.9,93.5,1,1,Severe Storm Runoff,Casivera likod sa barangay hall(no sample),Matin-ao
5000.0,3834.8,2069.7,0,2.5,9.2,31.7,72.0,0,1,Dry / Normal,D. Casivera main spring,Matin-ao
5000.0,3834.8,2069.7,0,3.0,7.1,29.5,72.3,0,1,Dry / Normal,D. Casivera main spring,Matin-ao
5000.0,3834.8,2069.7,0,35.7,63.2,27.2,89.1,0,1,Moderate Monsoon,D. Casivera main spring,Matin-ao
5000.0,3834.8,2069.7,0,19.8,39.0,25.0,83.0,0,1,Moderate Monsoon,D. Casivera main spring,Matin-ao
5000.0,3834.8,2069.7,0,110.9,200.5,23.3,94.8,0,1,Severe Storm Runoff,D. Casivera main spring,Matin-ao
5000.0,3834.8,2069.7,0,116.0,166.2,24.9,97.1,0,1,Severe Storm Runoff,D. Casivera main spring,Matin-ao
5000.0,3831.0,2067.8,0,3.1,4.6,29.8,75.2,3,0,Dry / Normal,E. Faucet from basil purok 2,Matin-ao
5000.0,3831.0,2067.8,0,2.8,2.8,31.8,65.5,3,0,Dry / Normal,E. Faucet from basil purok 2,Matin-ao
5000.0,3831.0,2067.8,0,37.4,51.4,28.4,84.4,3,0,Moderate Monsoon,E. Faucet from basil purok 2,Matin-ao
5000.0,3831.0,2067.8,0,24.8,37.8,26.1,90.5,3,0,Moderate Monsoon,E. Faucet from basil purok 2,Matin-ao
5000.0,3831.0,2067.8,0,129.7,188.1,24.6,97.1,3,0,Severe Storm Runoff,E. Faucet from basil purok 2,Matin-ao
5000.0,3831.0,2067.8,0,122.0,191.7,24.4,94.9,3,0,Severe Storm Runoff,E. Faucet from basil purok 2,Matin-ao
5000.0,3983.8,2135.9,0,3.5,3.5,31.1,69.6,0,0,Dry / Normal,F. Yuni spring,Matin-ao
5000.0,3983.8,2135.9,0,4.0,4.7,30.9,71.3,0,0,Dry / Normal,F. Yuni spring,Matin-ao
5000.0,3983.8,2135.9,0,34.3,45.6,27.0,86.7,0,0,Moderate Monsoon,F. Yuni spring,Matin-ao
5000.0,3983.8,2135.9,0,31.8,53.9,27.4,89.7,0,1,Moderate Monsoon,F. Yuni spring,Matin-ao
5000.0,3983.8,2135.9,0,78.9,160.2,24.7,92.5,0,1,Severe Storm Runoff,F. Yuni spring,Matin-ao
5000.0,3983.8,2135.9,0,64.1,120.8,25.7,97.0,0,1,Severe Storm Runoff,F. Yuni spring,Matin-ao
5000.0,3678.6,1481.3,0,3.9,8.0,30.2,66.9,0,1,Dry / Normal,"sungkol spring, main source",Matin-ao
5000.0,3678.6,1481.3,0,1.6,5.1,28.4,67.9,0,1,Dry / Normal,"sungkol spring, main source",Matin-ao
5000.0,3678.6,1481.3,0,32.9,57.6,28.5,91.2,0,1,Moderate Monsoon,"sungkol spring, main source",Matin-ao
5000.0,3678.6,1481.3,0,34.3,52.7,27.2,89.4,0,1,Moderate Monsoon,"sungkol spring, main source",Matin-ao
5000.0,3678.6,1481.3,0,68.3,128.8,25.9,94.7,0,1,Severe Storm Runoff,"sungkol spring, main source",Matin-ao
5000.0,3678.6,1481.3,0,100.0,169.4,23.6,94.5,0,1,Severe Storm Runoff,"sungkol spring, main source",Matin-ao
2243.6,3534.8,5000.0,0,1.7,1.9,28.1,75.8,1,0,Dry / Normal,Purok Mahogani deep well Reservoir Main Source,Rizal
2243.6,3534.8,5000.0,0,1.4,5.5,29.5,77.2,1,0,Dry / Normal,Purok Mahogani deep well Reservoir Main Source,Rizal
2243.6,3534.8,5000.0,0,22.8,41.4,28.1,90.1,1,0,Moderate Monsoon,Purok Mahogani deep well Reservoir Main Source,Rizal
2243.6,3534.8,5000.0,0,20.6,46.7,26.6,85.8,1,0,Moderate Monsoon,Purok Mahogani deep well Reservoir Main Source,Rizal
2243.6,3534.8,5000.0,0,69.3,113.3,25.5,95.5,1,1,Severe Storm Runoff,Purok Mahogani deep well Reservoir Main Source,Rizal
2243.6,3534.8,5000.0,0,90.6,167.1,25.7,93.1,1,1,Severe Storm Runoff,Purok Mahogani deep well Reservoir Main Source,Rizal
2268.4,3551.6,5000.0,0,3.1,4.2,31.8,73.5,2,0,Dry / Normal,First Faucet from Source deepwell Purok Mahogani (1 sample),Rizal
2268.4,3551.6,5000.0,0,4.8,5.4,28.3,68.7,2,0,Dry / Normal,First Faucet from Source deepwell Purok Mahogani (1 sample),Rizal
2268.4,3551.6,5000.0,0,22.9,37.8,28.2,83.0,2,0,Moderate Monsoon,First Faucet from Source deepwell Purok Mahogani (1 sample),Rizal
2268.4,3551.6,5000.0,0,23.2,48.4,26.6,89.3,2,0,Moderate Monsoon,First Faucet from Source deepwell Purok Mahogani (1 sample),Rizal
2268.4,3551.6,5000.0,0,64.6,129.0,23.1,92.4,2,0,Severe Storm Runoff,First Faucet from Source deepwell Purok Mahogani (1 sample),Rizal
2268.4,3551.6,5000.0,0,123.5,170.5,24.9,94.9,2,0,Severe Storm Runoff,First Faucet from Source deepwell Purok Mahogani (1 sample),Rizal
2682.6,3717.6,5000.0,0,1.7,8.9,28.1,73.6,2,0,Dry / Normal,Cirelo Jetmatic Pump Purok Mahogani(1 sample) B,Rizal
2682.6,3717.6,5000.0,0,4.8,9.3,32.7,65.7,2,0,Dry / Normal,Cirelo Jetmatic Pump Purok Mahogani(1 sample) B,Rizal
2682.6,3717.6,5000.0,0,27.6,42.8,27.6,91.8,2,0,Moderate Monsoon,Cirelo Jetmatic Pump Purok Mahogani(1 sample) B,Rizal
2682.6,3717.6,5000.0,0,22.7,45.8,25.7,86.8,2,0,Moderate Monsoon,Cirelo Jetmatic Pump Purok Mahogani(1 sample) B,Rizal
2682.6,3717.6,5000.0,0,92.5,181.1,25.1,94.4,2,0,Severe Storm Runoff,Cirelo Jetmatic Pump Purok Mahogani(1 sample) B,Rizal
2682.6,3717.6,5000.0,0,68.0,115.6,23.8,93.8,2,0,Severe Storm Runoff,Cirelo Jetmatic Pump Purok Mahogani(1 sample) B,Rizal
2677.4,3714.3,5000.0,0,4.3,8.8,30.6,66.5,2,0,Dry / Normal,Deep well source purok mahoganu no sample,Rizal
2677.4,3714.3,5000.0,0,4.3,10.1,28.3,74.2,2,0,Dry / Normal,Deep well source purok mahoganu no sample,Rizal
2677.4,3714.3,5000.0,0,31.3,42.9,26.6,85.8,2,0,Moderate Monsoon,Deep well source purok mahoganu no sample,Rizal
2677.4,3714.3,5000.0,0,20.0,48.9,28.0,88.0,2,0,Moderate Monsoon,Deep well source purok mahoganu no sample,Rizal
2677.4,3714.3,5000.0,0,92.4,153.0,25.3,95.8,2,0,Severe Storm Runoff,Deep well source purok mahoganu no sample,Rizal
2677.4,3714.3,5000.0,0,64.4,130.0,25.8,95.2,2,0,Severe Storm Runoff,Deep well source purok mahoganu no sample,Rizal
3224.1,4148.6,5000.0,0,0.3,6.6,29.0,68.4,0,1,Dry / Normal,Victor Spring Purok nangka (1 sample) C,Rizal
3224.1,4148.6,5000.0,0,0.8,3.4,31.8,71.8,0,1,Dry / Normal,Victor Spring Purok nangka (1 sample) C,Rizal
3224.1,4148.6,5000.0,0,21.1,48.7,28.1,90.4,0,1,Moderate Monsoon,Victor Spring Purok nangka (1 sample) C,Rizal
3224.1,4148.6,5000.0,0,22.2,41.2,28.4,89.3,0,1,Moderate Monsoon,Victor Spring Purok nangka (1 sample) C,Rizal
3224.1,4148.6,5000.0,0,61.9,105.2,24.6,98.4,0,1,Severe Storm Runoff,Victor Spring Purok nangka (1 sample) C,Rizal
3224.1,4148.6,5000.0,0,97.7,162.6,23.4,96.6,0,1,Severe Storm Runoff,Victor Spring Purok nangka (1 sample) C,Rizal
3275.6,4133.0,5000.0,0,4.1,7.1,31.9,77.5,0,0,Dry / Normal,Victor Spring 2 Purok nangka (1 sample) D,Rizal
3275.6,4133.0,5000.0,0,1.0,5.2,29.4,75.3,0,0,Dry / Normal,Victor Spring 2 Purok nangka (1 sample) D,Rizal
3275.6,4133.0,5000.0,0,32.3,55.0,27.8,84.8,0,1,Moderate Monsoon,Victor Spring 2 Purok nangka (1 sample) D,Rizal
3275.6,4133.0,5000.0,0,42.5,63.2,25.6,88.4,0,1,Moderate Monsoon,Victor Spring 2 Purok nangka (1 sample) D,Rizal
3275.6,4133.0,5000.0,0,115.5,171.3,26.0,98.3,0,1,Severe Storm Runoff,Victor Spring 2 Purok nangka (1 sample) D,Rizal
3275.6,4133.0,5000.0,0,79.4,168.6,23.5,93.4,0,1,Severe Storm Runoff,Victor Spring 2 Purok nangka (1 sample) D,Rizal
3614.1,4875.8,5000.0,0,0.9,8.1,31.3,67.0,0,1,Dry / Normal,Catiyong spring E 1 sample,Rizal
3614.1,4875.8,5000.0,0,2.2,7.1,28.4,76.5,0,1,Dry / Normal,Catiyong spring E 1 sample,Rizal
3614.1,4875.8,5000.0,0,39.1,59.2,28.4,85.0,0,1,Moderate Monsoon,Catiyong spring E 1 sample,Rizal
3614.1,4875.8,5000.0,0,44.5,67.9,27.2,82.0,0,1,Moderate Monsoon,Catiyong spring E 1 sample,Rizal
3614.1,4875.8,5000.0,0,121.7,183.1,23.6,92.1,0,1,Severe Storm Runoff,Catiyong spring E 1 sample,Rizal
3614.1,4875.8,5000.0,0,99.2,165.6,25.5,98.2,0,1,Severe Storm Runoff,Catiyong spring E 1 sample,Rizal
1468.9,3000.8,5000.0,0,0.4,6.3,28.9,76.2,1,0,Dry / Normal,Rizal Water System Purok Acasia 1 sample F,Rizal
1468.9,3000.8,5000.0,0,4.1,8.4,31.6,69.1,1,0,Dry / Normal,Rizal Water System Purok Acasia 1 sample F,Rizal
1468.9,3000.8,5000.0,0,29.1,55.5,26.6,84.3,1,0,Moderate Monsoon,Rizal Water System Purok Acasia 1 sample F,Rizal
1468.9,3000.8,5000.0,0,29.8,56.4,26.2,82.1,1,0,Moderate Monsoon,Rizal Water System Purok Acasia 1 sample F,Rizal
1468.9,3000.8,5000.0,0,109.8,191.1,23.4,93.7,1,1,Severe Storm Runoff,Rizal Water System Purok Acasia 1 sample F,Rizal
1468.9,3000.8,5000.0,0,69.9,127.3,24.6,97.2,1,1,Severe Storm Runoff,Rizal Water System Purok Acasia 1 sample F,Rizal
44.1,1647.3,4558.4,1,3.3,8.3,29.8,75.9,0,1,Dry / Normal,Elihan Spring (Main Source Intake Box),San Isidro
44.1,1647.3,4558.4,1,2.4,10.2,31.2,66.6,0,1,Dry / Normal,Elihan Spring (Main Source Intake Box),San Isidro
44.1,1647.3,4558.4,1,35.3,51.8,27.4,80.8,0,1,Moderate Monsoon,Elihan Spring (Main Source Intake Box),San Isidro
44.1,1647.3,4558.4,1,20.2,47.3,25.8,90.0,0,1,Moderate Monsoon,Elihan Spring (Main Source Intake Box),San Isidro
44.1,1647.3,4558.4,1,79.5,151.6,25.4,95.6,0,1,Severe Storm Runoff,Elihan Spring (Main Source Intake Box),San Isidro
44.1,1647.3,4558.4,1,81.4,132.0,23.1,94.1,0,1,Severe Storm Runoff,Elihan Spring (Main Source Intake Box),San Isidro
41.0,1664.6,4581.7,1,3.3,10.8,32.4,75.0,1,1,Dry / Normal,Elihan First Tank Reservoir,San Isidro
41.0,1664.6,4581.7,1,3.9,9.2,29.3,76.8,1,1,Dry / Normal,Elihan First Tank Reservoir,San Isidro
41.0,1664.6,4581.7,1,35.1,56.3,25.4,85.4,1,1,Moderate Monsoon,Elihan First Tank Reservoir,San Isidro
41.0,1664.6,4581.7,1,28.8,56.1,26.9,84.6,1,1,Moderate Monsoon,Elihan First Tank Reservoir,San Isidro
41.0,1664.6,4581.7,1,128.4,173.9,24.5,92.3,1,1,Severe Storm Runoff,Elihan First Tank Reservoir,San Isidro
41.0,1664.6,4581.7,1,111.8,197.7,24.0,98.0,1,1,Severe Storm Runoff,Elihan First Tank Reservoir,San Isidro
32.6,1660.7,4563.4,1,1.5,8.8,31.8,75.5,0,1,Dry / Normal,Tagima Spring (Main Source Intake Box),San Isidro
32.6,1660.7,4563.4,1,0.1,7.8,31.6,69.0,0,1,Dry / Normal,Tagima Spring (Main Source Intake Box),San Isidro
32.6,1660.7,4563.4,1,39.9,55.5,28.1,81.4,0,1,Moderate Monsoon,Tagima Spring (Main Source Intake Box),San Isidro
32.6,1660.7,4563.4,1,36.1,56.9,25.3,82.9,0,1,Moderate Monsoon,Tagima Spring (Main Source Intake Box),San Isidro
32.6,1660.7,4563.4,1,60.9,124.3,24.1,96.2,0,1,Severe Storm Runoff,Tagima Spring (Main Source Intake Box),San Isidro
32.6,1660.7,4563.4,1,80.8,135.8,25.6,92.3,0,1,Severe Storm Runoff,Tagima Spring (Main Source Intake Box),San Isidro
31.7,1639.2,4570.0,1,4.5,11.3,31.3,72.7,0,1,Dry / Normal,Buho Spring (Open Main Source),San Isidro
31.7,1639.2,4570.0,1,4.5,6.0,28.4,68.1,0,1,Dry / Normal,Buho Spring (Open Main Source),San Isidro
31.7,1639.2,4570.0,1,38.8,49.5,27.0,91.9,0,1,Moderate Monsoon,Buho Spring (Open Main Source),San Isidro
31.7,1639.2,4570.0,1,40.7,61.1,25.2,90.0,0,1,Moderate Monsoon,Buho Spring (Open Main Source),San Isidro
31.7,1639.2,4570.0,1,101.9,147.6,23.3,98.4,0,1,Severe Storm Runoff,Buho Spring (Open Main Source),San Isidro
31.7,1639.2,4570.0,1,106.8,188.3,26.1,96.0,0,1,Severe Storm Runoff,Buho Spring (Open Main Source),San Isidro
348.9,1350.5,4424.6,0,2.6,6.0,29.6,70.6,0,1,Dry / Normal,Piyay Spring (Open Main Source),San Isidro
348.9,1350.5,4424.6,0,3.9,8.7,32.5,70.8,0,1,Dry / Normal,Piyay Spring (Open Main Source),San Isidro
348.9,1350.5,4424.6,0,33.2,55.8,27.1,88.4,0,1,Moderate Monsoon,Piyay Spring (Open Main Source),San Isidro
348.9,1350.5,4424.6,0,22.1,42.3,25.4,84.6,0,1,Moderate Monsoon,Piyay Spring (Open Main Source),San Isidro
348.9,1350.5,4424.6,0,94.1,166.7,26.3,96.2,0,1,Severe Storm Runoff,Piyay Spring (Open Main Source),San Isidro
348.9,1350.5,4424.6,0,112.1,177.4,25.2,92.5,0,1,Severe Storm Runoff,Piyay Spring (Open Main Source),San Isidro
431.4,1254.1,4169.5,0,1.3,4.2,30.4,65.6,0,1,Dry / Normal,Ka Tano Spring (Open Main Source),San Isidro
431.4,1254.1,4169.5,0,0.7,2.9,32.9,69.3,0,1,Dry / Normal,Ka Tano Spring (Open Main Source),San Isidro
431.4,1254.1,4169.5,0,29.5,43.4,27.1,83.4,0,1,Moderate Monsoon,Ka Tano Spring (Open Main Source),San Isidro
431.4,1254.1,4169.5,0,21.2,41.5,25.0,80.1,0,1,Moderate Monsoon,Ka Tano Spring (Open Main Source),San Isidro
431.4,1254.1,4169.5,0,75.3,117.1,23.4,94.4,0,1,Severe Storm Runoff,Ka Tano Spring (Open Main Source),San Isidro
431.4,1254.1,4169.5,0,116.2,184.8,24.8,94.1,0,1,Severe Storm Runoff,Ka Tano Spring (Open Main Source),San Isidro
114.7,1921.9,4847.6,0,4.7,7.9,28.4,73.0,0,0,Dry / Normal,Waning Spring,San Isidro
114.7,1921.9,4847.6,0,0.6,3.4,30.5,76.4,0,0,Dry / Normal,Waning Spring,San Isidro
114.7,1921.9,4847.6,0,29.8,53.8,28.5,81.6,0,1,Moderate Monsoon,Waning Spring,San Isidro
114.7,1921.9,4847.6,0,23.2,41.1,26.5,84.9,0,0,Moderate Monsoon,Waning Spring,San Isidro
114.7,1921.9,4847.6,0,123.5,199.2,25.1,94.2,0,1,Severe Storm Runoff,Waning Spring,San Isidro
114.7,1921.9,4847.6,0,117.7,205.5,25.9,92.0,0,1,Severe Storm Runoff,Waning Spring,San Isidro
470.2,1253.0,4380.4,0,3.2,3.6,29.3,65.8,2,0,Dry / Normal,Jaylord Jetmatic,San Isidro
470.2,1253.0,4380.4,0,3.0,8.5,28.6,70.0,2,0,Dry / Normal,Jaylord Jetmatic,San Isidro
470.2,1253.0,4380.4,0,28.7,46.1,25.4,85.0,2,0,Moderate Monsoon,Jaylord Jetmatic,San Isidro
470.2,1253.0,4380.4,0,37.5,48.9,25.3,84.3,2,0,Moderate Monsoon,Jaylord Jetmatic,San Isidro
470.2,1253.0,4380.4,0,125.9,199.3,25.4,94.5,2,0,Severe Storm Runoff,Jaylord Jetmatic,San Isidro
470.2,1253.0,4380.4,0,101.6,142.1,25.2,98.4,2,0,Severe Storm Runoff,Jaylord Jetmatic,San Isidro
548.9,1150.3,4051.8,0,3.1,10.1,31.6,66.6,0,1,Dry / Normal,Baler Spring,San Isidro
548.9,1150.3,4051.8,0,4.5,5.0,30.7,66.8,0,1,Dry / Normal,Baler Spring,San Isidro
548.9,1150.3,4051.8,0,15.4,33.8,26.0,85.8,0,1,Moderate Monsoon,Baler Spring,San Isidro
548.9,1150.3,4051.8,0,32.3,43.2,25.4,86.7,0,1,Moderate Monsoon,Baler Spring,San Isidro
548.9,1150.3,4051.8,0,84.0,160.5,25.3,97.9,0,1,Severe Storm Runoff,Baler Spring,San Isidro
548.9,1150.3,4051.8,0,108.5,170.0,25.4,93.9,0,1,Severe Storm Runoff,Baler Spring,San Isidro
729.9,1016.1,3866.3,0,1.5,7.8,30.2,75.4,2,0,Dry / Normal,Ramon Jetmatic,San Isidro
729.9,1016.1,3866.3,0,4.1,11.0,32.6,70.6,2,0,Dry / Normal,Ramon Jetmatic,San Isidro
729.9,1016.1,3866.3,0,24.6,46.2,26.3,87.2,2,0,Moderate Monsoon,Ramon Jetmatic,San Isidro
